Gap_4_Candles,Opening_5th_Candle,Max_Next_4,Min_Next_4
6.053,1901.878,1908.238,1901.878
6.62,1902.828,1908.238,1902.505
7.387,1904.905,1909.688,1903.788
7.463,1906.528,1909.988,1905.228
6.36,1906.108,1911.825,1905.228
5.733,1905.408,1911.978,1905.348
5.9,1909.075,1912.788,1908.675
4.76,1909.785,1912.788,1909.695
6.597,1910.568,1912.788,1909.778
6.63,1911.738,1912.788,1909.485
4.113,1911.568,1911.628,1909.268
3.093,1910.748,1911.588,1908.958
3.01,1909.828,1910.345,1908.928
3.303,1909.538,1911.275,1908.928
2.36,1909.608,1911.758,1908.648
2.63,1908.958,1911.758,1908.048
1.417,1910.228,1911.758,1905.548
2.347,1910.615,1911.758,1905.548
3.11,1910.115,1910.665,1905.548
3.71,1908.238,1908.628,1905.548
6.21,1906.528,1910.445,1905.718
6.21,1907.588,1910.445,1905.848
5.117,1907.028,1910.445,1905.848
3.08,1907.545,1913.515,1907.505
4.727,1909.645,1915.348,1907.708
4.597,1908.518,1915.755,1908.518
4.597,1909.725,1916.438,1909.558
6.01,1913.075,1916.488,1913.075
7.64,1913.608,1916.488,1913.168
7.237,1915.705,1916.488,1912.978
6.88,1916.405,1916.488,1911.668
3.413,1915.075,1915.255,1911.668
3.32,1914.198,1914.928,1911.668
3.51,1914.748,1914.748,1911.668
4.82,1912.478,1916.058,1912.278
3.587,1913.755,1918.018,1912.948
3.26,1914.035,1918.018,1912.948
3.08,1914.638,1918.018,1914.598
3.78,1915.975,1918.018,1915.158
5.07,1915.968,1917.478,1912.238
5.07,1915.708,1917.478,1912.238
3.42,1915.558,1916.665,1912.238
2.86,1915.748,1918.615,1912.238
5.24,1912.928,1921.831,1912.848
5.24,1913.138,1923.068,1912.848
4.427,1915.698,1923.068,1915.308
6.377,1917.135,1923.068,1916.508
8.983,1920.735,1924.808,1916.508
10.22,1920.898,1928.418,1916.508
7.76,1918.598,1928.518,1916.508
6.56,1919.508,1928.518,1918.165
8.3,1923.108,1929.158,1922.228
11.91,1927.638,1929.158,1924.548
12.01,1927.898,1929.158,1924.468
10.353,1926.108,1929.158,1924.468
6.93,1926.235,1927.628,1919.848
4.61,1926.048,1927.628,1919.475
4.69,1926.915,1927.628,1919.475
4.69,1924.568,1925.688,1919.475
7.78,1920.215,1925.688,1919.475
8.153,1922.715,1925.688,1921.508
8.153,1924.365,1925.578,1920.485
6.213,1922.548,1925.578,1920.485
6.213,1923.298,1925.578,1920.485
4.18,1924.978,1927.178,1920.485
5.093,1920.668,1929.128,1920.608
5.093,1922.105,1929.458,1921.965
5.093,1924.948,1929.558,1924.618
6.693,1926.598,1929.558,1926.085
8.52,1928.978,1929.558,1926.085
7.493,1928.948,1929.558,1926.085
4.94,1928.055,1928.995,1926.085
3.473,1926.358,1928.995,1926.205
3.473,1927.305,1929.088,1926.795
3.473,1927.878,1929.818,1927.398
2.91,1928.745,1930.325,1927.768
2.79,1927.838,1930.575,1926.038
2.293,1928.785,1930.575,1926.038
2.42,1929.498,1930.575,1926.038
2.557,1928.788,1930.575,1926.038
4.537,1927.445,1932.365,1927.348
4.537,1928.768,1933.048,1927.985
4.537,1930.105,1933.048,1928.745
4.537,1929.168,1933.048,1928.348
5.017,1932.255,1933.048,1924.968
5.063,1931.068,1931.258,1924.875
4.303,1929.765,1930.905,1924.875
4.7,1928.998,1928.998,1922.493
8.08,1925.568,1927.128,1921.355
6.383,1926.138,1928.655,1921.355
6.03,1926.908,1930.218,1921.355
6.505,1924.935,1930.218,1921.355
5.773,1923.918,1930.218,1922.688
7.3,1927.038,1930.218,1923.958
8.863,1927.538,1928.445,1923.958
8.863,1927.108,1927.445,1923.958
7.53,1925.855,1927.445,1924.675
6.26,1926.118,1929.478,1925.518
4.487,1926.815,1929.478,1925.538
3.487,1927.365,1929.478,1925.538
2.77,1927.095,1929.478,1926.598
3.96,1927.868,1929.338,1926.598
3.94,1926.808,1929.805,1926.598
3.94,1927.118,1930.358,1926.828
2.88,1927.145,1930.358,1927.065
2.74,1928.478,1930.358,1927.868
3.207,1929.765,1930.498,1927.988
3.53,1928.545,1931.788,1927.988
3.293,1929.078,1931.788,1926.608
2.49,1929.598,1931.788,1926.608
2.51,1930.015,1931.788,1926.608
3.8,1930.398,1931.668,1925.085
5.18,1928.448,1929.598,1925.085
5.18,1927.585,1928.518,1923.968
5.18,1927.938,1928.518,1923.818
6.583,1925.978,1927.828,1923.798
4.513,1927.058,1927.158,1923.798
4.55,1925.048,1926.448,1923.798
4.7,1925.055,1926.448,1922.355
4.03,1926.085,1926.448,1922.355
3.36,1926.345,1926.375,1921.908
2.65,1925.108,1925.428,1919.678
4.093,1923.078,1923.735,1918.928
4.093,1923.595,1923.735,1918.928
4.467,1921.988,1923.218,1918.928
5.75,1919.795,1923.455,1918.928
4.807,1921.775,1923.455,1920.228
4.807,1922.205,1923.455,1919.828
4.29,1922.528,1923.455,1918.158
4.527,1923.148,1923.348,1918.158
3.227,1921.378,1923.008,1918.158
3.627,1919.838,1924.888,1918.158
5.297,1920.845,1926.628,1920.595
5.19,1922.228,1927.218,1920.658
4.85,1922.478,1927.218,1921.948
6.73,1924.475,1928.268,1921.948
6.033,1926.278,1928.268,1920.608
6.56,1923.278,1928.268,1920.608
5.27,1926.075,1928.268,1919.528
6.32,1925.045,1925.045,1919.528
7.66,1921.875,1925.788,1919.528
7.66,1923.295,1925.788,1919.528
8.74,1922.635,1925.788,1919.075
5.517,1923.998,1925.788,1919.075
6.26,1924.345,1925.338,1919.075
6.26,1922.685,1925.338,1919.075
6.713,1923.895,1925.338,1920.155
6.713,1924.305,1924.525,1920.155
6.263,1921.878,1924.018,1920.155
6.263,1920.935,1924.848,1920.895
5.183,1922.268,1925.388,1921.835
4.37,1922.985,1925.698,1921.835
3.863,1923.818,1925.698,1921.905
3.953,1924.538,1925.698,1921.905
3.553,1924.478,1925.698,1921.905
3.863,1924.785,1925.315,1921.905
3.793,1924.248,1925.218,1921.415
3.793,1923.385,1924.168,1921.415
3.793,1923.535,1923.948,1920.088
3.41,1923.325,1923.715,1920.088
3.803,1921.825,1923.705,1920.088
2.753,1922.465,1924.165,1920.088
3.86,1921.625,1924.245,1921.565
3.627,1922.925,1924.245,1921.998
3.617,1923.175,1924.245,1921.998
4.077,1924.125,1924.245,1921.998
2.68,1923.048,1923.535,1922.158
2.247,1923.298,1923.398,1921.465
2.247,1922.865,1924.035,1921.465
2.247,1922.795,1924.035,1921.465
1.377,1922.645,1924.288,1921.465
1.933,1922.578,1924.375,1922.408
2.57,1923.445,1924.375,1923.245
2.57,1923.708,1924.425,1923.358
2.823,1923.865,1924.425,1923.558
1.967,1923.848,1925.355,1923.445
1.13,1924.218,1925.355,1920.245
1.067,1923.878,1925.355,1919.365
0.867,1924.108,1925.355,1918.385
1.91,1924.995,1924.995,1918.385
5.11,1920.828,1922.125,1917.105
5.99,1920.155,1922.125,1917.105
6.97,1920.545,1922.125,1917.105
6.61,1921.675,1921.675,1916.535
5.02,1918.175,1920.288,1914.305
5.02,1918.128,1919.938,1911.535
5.02,1918.558,1919.165,1911.535
5.14,1916.635,1917.148,1911.035
5.983,1915.535,1915.988,1911.035
8.403,1912.438,1914.048,1911.035
7.63,1912.908,1913.085,1910.668
6.113,1912.975,1913.005,1910.465
4.953,1911.985,1912.688,1910.168
3.013,1911.645,1912.078,1910.165
2.417,1910.838,1911.875,1910.165
2.54,1911.355,1912.348,1910.165
2.52,1910.415,1913.488,1910.165
1.913,1910.505,1915.568,1910.235
1.71,1911.815,1916.695,1911.088
2.183,1912.038,1916.738,1911.088
3.323,1913.295,1916.738,1913.088
5.333,1915.345,1917.795,1913.538
5.607,1916.655,1918.488,1913.538
5.65,1914.868,1918.488,1913.538
3.65,1914.945,1918.488,1914.395
4.257,1917.098,1918.768,1914.395
4.95,1916.335,1919.385,1914.395
4.95,1916.258,1920.505,1914.395
4.093,1915.465,1920.928,1914.668
4.373,1918.148,1922.048,1917.115
4.99,1918.718,1924.468,1917.908
6.11,1918.528,1924.998,1917.908
6.26,1920.088,1924.998,1919.685
4.933,1921.758,1924.998,1920.685
6.56,1924.235,1924.998,1920.685
7.09,1922.628,1924.048,1920.605
5.313,1923.245,1924.048,1920.408
4.313,1922.498,1922.498,1919.778
4.313,1921.778,1922.058,1919.778
3.443,1920.938,1922.058,1919.778
3.64,1921.728,1921.898,1919.778
2.72,1921.208,1921.898,1918.815
2.28,1921.425,1922.418,1918.318
2.28,1921.048,1922.418,1918.318
2.12,1921.135,1922.418,1918.318
3.083,1920.888,1923.035,1918.318
4.1,1919.668,1923.958,1913.928
4.1,1920.235,1923.958,1909.025
4.1,1921.345,1923.958,1904.758
4.717,1920.978,1923.958,1900.978
10.03,1915.825,1917.028,1893.138
14.933,1909.455,1909.668,1893.138
19.2,1907.425,1907.748,1887.238
22.98,1902.175,1902.265,1886.308
23.89,1896.975,1898.425,1886.308
16.53,1895.808,1895.958,1886.308
20.51,1889.018,1893.178,1886.308
15.957,1892.278,1892.808,1887.265
12.117,1891.545,1895.398,1887.265
9.65,1892.435,1895.398,1889.905
6.87,1891.335,1895.398,1890.125
5.543,1890.855,1895.398,1890.545
8.133,1893.135,1895.365,1890.208
5.493,1894.535,1894.585,1890.208
5.273,1893.505,1893.758,1888.528
4.853,1892.525,1893.065,1888.528
5.157,1890.658,1893.048,1888.528
4.377,1891.248,1893.048,1888.528
5.23,1890.638,1893.048,1889.228
4.537,1891.298,1893.238,1889.228
4.52,1890.605,1894.128,1889.228
4.52,1890.425,1894.998,1889.228
3.82,1892.048,1894.998,1891.328
4.01,1892.478,1894.998,1891.328
4.9,1893.498,1894.998,1892.338
5.77,1894.448,1895.118,1892.338
3.67,1893.288,1895.118,1891.968
3.67,1893.198,1895.118,1891.325
2.66,1894.248,1895.118,1890.968
2.78,1892.958,1893.718,1890.745
3.15,1892.265,1893.298,1890.745
3.793,1891.965,1893.305,1890.745
4.15,1892.128,1893.305,1890.745
2.973,1891.078,1893.305,1891.078
2.553,1893.015,1893.305,1891.768
2.56,1892.928,1893.278,1891.598
2.56,1892.365,1892.965,1891.018
2.227,1891.988,1893.415,1891.018
1.537,1892.508,1893.415,1890.055
1.68,1892.195,1893.415,1890.055
1.947,1892.105,1894.105,1890.055
2.397,1893.325,1894.278,1890.055
3.36,1892.555,1894.278,1889.415
3.36,1891.998,1894.278,1882.395
4.05,1894.025,1894.278,1882.395
4.223,1891.755,1892.688,1882.395
4.863,1890.255,1893.225,1882.395
11.883,1884.338,1894.228,1884.238
11.883,1888.135,1894.228,1887.728
10.293,1890.238,1895.618,1889.908
10.83,1893.175,1896.188,1892.348
9.99,1893.188,1896.298,1892.348
6.5,1892.798,1896.965,1892.768
5.71,1895.448,1897.748,1894.458
3.84,1895.668,1897.748,1895.235
3.95,1895.405,1897.748,1895.235
4.197,1896.535,1897.748,1895.685
3.29,1895.965,1897.548,1893.975
2.513,1897.155,1897.548,1893.445
2.513,1896.598,1897.218,1893.445
2.063,1895.878,1896.068,1892.618
3.573,1894.368,1895.688,1892.618
4.103,1894.408,1896.078,1892.618
3.773,1895.348,1897.055,1892.618
3.45,1894.058,1897.775,1894.058
3.07,1895.058,1897.908,1894.078
3.46,1895.918,1897.908,1894.508
4.437,1896.285,1897.908,1892.858
3.717,1897.635,1897.908,1892.858
3.83,1897.135,1897.668,1892.858
3.4,1894.558,1897.348,1892.858
5.05,1895.208,1897.588,1893.778
5.05,1895.718,1899.738,1895.008
4.81,1895.598,1899.885,1895.598
4.49,1896.255,1900.358,1896.255
3.81,1897.585,1900.358,1896.918
4.73,1898.805,1900.358,1895.265
4.287,1898.925,1900.358,1895.265
4.103,1897.355,1898.468,1894.448
3.44,1896.918,1898.468,1894.448
5.093,1895.708,1899.425,1894.448
5.093,1897.848,1899.745,1894.448
4.02,1894.708,1901.398,1894.568
4.02,1898.025,1902.668,1897.715
4.977,1898.558,1902.668,1898.038
5.297,1898.535,1902.668,1897.918
6.83,1901.385,1902.668,1897.918
4.953,1902.045,1905.558,1897.918
4.63,1900.138,1907.418,1897.918
4.75,1900.265,1909.155,1898.748
4.75,1900.328,1909.518,1900.328
7.64,1905.288,1909.618,1904.398
9.5,1907.208,1909.618,1904.758
10.407,1907.638,1912.828,1904.758
9.19,1909.145,1912.828,1904.758
5.22,1907.618,1912.828,1904.758
4.86,1907.588,1912.828,1906.038
8.07,1912.208,1912.568,1905.895
8.07,1909.448,1911.458,1905.895
8.07,1907.608,1912.018,1905.895
6.79,1908.365,1912.018,1905.895
6.673,1907.068,1912.018,1902.678
5.563,1909.968,1912.018,1901.678
6.123,1911.125,1911.575,1899.688
6.123,1909.018,1909.578,1899.688
9.34,1903.125,1904.455,1899.678
10.34,1903.185,1903.825,1899.678
11.887,1900.785,1903.825,1899.678
9.89,1900.578,1903.928,1899.678
4.777,1901.098,1903.928,1900.875
4.147,1902.685,1903.928,1901.775
4.147,1903.245,1903.928,1900.268
4.25,1903.425,1903.858,1900.255
3.053,1902.535,1903.385,1900.255
2.153,1903.125,1904.005,1900.255
3.66,1900.945,1904.408,1900.255
3.603,1901.648,1904.448,1901.348
3.13,1902.615,1904.448,1899.135
3.75,1903.915,1904.448,1899.078
4.153,1904.268,1904.448,1899.078
3.1,1904.148,1904.198,1899.078
5.313,1899.078,1902.045,1899.078
5.37,1900.425,1902.515,1900.108
5.37,1901.025,1902.515,1900.108
5.12,1900.428,1902.515,1898.915
2.967,1901.538,1902.515,1898.368
2.407,1901.855,1902.335,1898.368
2.407,1901.315,1901.515,1898.368
3.6,1898.935,1900.288,1898.368
4.147,1899.198,1900.288,1896.848
3.967,1899.868,1900.198,1896.848
3.147,1899.158,1900.198,1896.848
1.92,1898.715,1900.198,1896.848
3.44,1898.205,1900.198,1894.535
3.35,1900.045,1900.155,1891.778
3.35,1898.578,1899.728,1891.778
3.35,1898.418,1898.468,1891.778
5.663,1895.738,1897.628,1891.778
8.377,1896.165,1898.325,1892.408
7.95,1894.608,1898.325,1892.408
6.69,1895.208,1898.325,1894.155
5.85,1897.095,1898.325,1893.508
5.917,1897.458,1897.965,1893.068
5.917,1897.158,1897.598,1893.068
4.17,1897.105,1897.908,1893.068
4.817,1894.778,1898.208,1893.068
4.897,1895.368,1898.218,1895.328
4.53,1896.668,1900.155,1896.258
4.84,1897.088,1901.295,1896.885
5.14,1898.198,1901.888,1896.885
2.89,1897.108,1901.888,1897.035
3.897,1900.085,1901.888,1899.785
4.41,1901.045,1901.888,1898.388
5.003,1901.075,1901.858,1898.038
4.853,1900.448,1901.588,1895.858
2.103,1900.288,1900.578,1895.858
3.5,1900.188,1900.328,1895.858
3.82,1898.378,1900.328,1895.858
5.73,1897.558,1900.328,1895.975
4.72,1899.188,1899.758,1895.975
4.47,1897.755,1902.968,1895.975
4.47,1897.868,1903.518,1896.208
4.353,1899.108,1903.518,1896.208
3.783,1899.698,1903.518,1895.108
6.993,1902.658,1903.518,1894.548
7.31,1902.305,1902.655,1892.558
7.31,1901.435,1901.478,1890.188
8.41,1896.558,1897.285,1890.188
8.97,1895.788,1896.448,1889.738
10.097,1894.795,1896.868,1889.738
11.29,1892.418,1897.418,1889.738
7.097,1891.775,1897.418,1889.738
6.71,1892.438,1897.418,1891.998
7.13,1896.585,1897.418,1892.358
7.68,1894.558,1897.328,1892.358
7.68,1896.735,1897.328,1892.678
5.42,1895.728,1897.235,1892.678
5.06,1896.555,1897.235,1891.318
4.97,1893.318,1896.815,1889.945
4.65,1896.158,1896.815,1889.438
4.557,1893.515,1896.458,1889.438
5.917,1891.508,1896.458,1889.438
6.87,1891.178,1898.038,1889.438
7.377,1895.398,1898.038,1891.478
7.02,1895.208,1899.988,1891.478
7.02,1895.175,1902.068,1891.478
8.6,1892.678,1902.068,1891.478
6.56,1892.558,1902.068,1891.735
8.51,1899.505,1902.068,1891.735
10.59,1895.535,1901.185,1891.735
10.59,1895.175,1901.185,1893.108
10.333,1894.548,1904.798,1893.108
10.333,1896.755,1906.538,1896.345
9.45,1899.558,1906.788,1899.098
8.077,1899.998,1906.788,1899.945
11.69,1904.445,1906.788,1902.638
10.193,1906.038,1906.788,1901.848
7.69,1903.475,1904.718,1901.848
6.843,1902.668,1904.345,1901.848
4.15,1903.208,1905.475,1901.848
4.94,1903.075,1907.528,1902.568
2.87,1903.468,1907.528,1902.568
2.497,1903.508,1907.528,1903.088
3.627,1904.508,1907.528,1904.208
4.96,1906.618,1907.028,1904.118
4.96,1905.248,1907.028,1904.118
4.44,1905.498,1907.028,1904.118
3.32,1905.178,1906.715,1904.118
2.91,1904.738,1908.418,1904.578
2.91,1905.808,1908.418,1904.858
2.91,1905.375,1908.418,1905.055
2.597,1906.248,1908.418,1906.058
3.84,1907.828,1908.328,1906.058
3.56,1906.505,1908.798,1906.315
3.363,1906.785,1908.808,1906.715
2.36,1907.485,1908.808,1907.098
2.27,1908.178,1908.808,1907.098
2.483,1908.208,1908.808,1907.098
2.093,1907.715,1908.308,1907.098
1.71,1907.245,1908.678,1907.158
1.71,1907.848,1908.678,1907.318
1.71,1907.328,1908.678,1905.438
1.21,1907.978,1908.678,1904.818
1.52,1908.498,1908.498,1904.818
1.36,1907.708,1907.708,1904.818
3.24,1906.298,1907.435,1904.818
3.86,1906.458,1910.588,1905.025
3.68,1905.395,1910.588,1905.198
2.89,1905.788,1910.588,1905.698
2.617,1907.415,1910.588,1906.238
5.563,1908.878,1910.018,1905.738
5.39,1908.438,1909.675,1905.738
4.89,1908.198,1909.188,1905.738
4.35,1907.698,1908.958,1905.738
4.28,1906.708,1908.988,1906.078
3.937,1907.105,1908.988,1904.965
3.45,1908.035,1908.988,1904.965
3.22,1908.238,1908.988,1904.965
2.91,1907.418,1907.418,1904.965
4.023,1905.438,1906.825,1904.135
4.023,1906.445,1906.825,1903.935
4.023,1905.858,1906.108,1903.935
2.453,1905.138,1907.085,1903.935
2.69,1904.208,1908.018,1903.935
2.89,1905.428,1908.808,1904.898
2.173,1905.658,1908.808,1904.788
3.15,1906.455,1908.808,1904.438
4.083,1907.875,1908.808,1903.208
3.91,1905.538,1906.578,1903.075
4.02,1905.595,1906.578,1902.668
4.37,1905.468,1906.795,1902.668
5.6,1903.645,1907.715,1902.668
3.503,1903.418,1908.185,1902.668
3.91,1905.715,1909.898,1904.458
4.127,1906.025,1910.368,1905.428
5.047,1906.478,1910.368,1906.065
5.517,1907.898,1912.598,1907.605
5.44,1909.228,1912.598,1908.465
4.94,1909.385,1912.598,1908.465
4.303,1909.595,1912.598,1908.218
4.993,1911.498,1911.688,1906.958
4.133,1909.788,1910.538,1906.458
4.133,1909.345,1910.168,1906.458
4.38,1908.298,1909.568,1906.458
4.73,1908.295,1909.905,1906.458
4.08,1907.388,1909.978,1905.758
3.71,1908.425,1911.208,1905.758
3.11,1909.285,1911.208,1905.758
3.447,1909.865,1911.208,1905.758
4.22,1908.325,1911.208,1907.788
5.45,1908.215,1912.705,1908.018
5.45,1909.038,1913.808,1908.298
5.45,1909.128,1913.808,1907.208
3.42,1909.315,1913.808,1904.968
4.687,1912.695,1913.808,1904.648
5.51,1910.308,1910.445,1904.648
6.6,1907.995,1910.398,1903.758
8.84,1906.705,1910.398,1903.758
9.16,1907.685,1910.398,1903.758
5.797,1908.555,1910.398,1903.758
6.64,1906.068,1909.355,1902.298
6.64,1905.848,1909.355,1898.758
6.64,1908.398,1909.355,1898.758
6.64,1905.685,1905.715,1897.658
7.057,1902.805,1903.608,1897.658
10.597,1902.148,1903.518,1897.658
10.597,1903.128,1903.128,1897.658
8.057,1898.788,1901.918,1897.908
5.95,1900.138,1901.918,1899.588
5.86,1901.415,1903.008,1899.588
5.47,1901.275,1904.348,1899.588
4.01,1901.175,1904.348,1899.755
2.33,1900.815,1904.348,1900.725
3.42,1902.775,1904.348,1901.205
4.76,1902.998,1903.235,1901.188
4.593,1903.175,1903.225,1901.188
3.623,1901.915,1902.978,1901.188
3.143,1901.875,1903.638,1901.188
2.047,1902.808,1903.638,1901.005
2.037,1902.515,1903.638,1900.225
1.79,1902.598,1903.638,1899.568
2.45,1903.508,1903.508,1899.025
2.633,1901.115,1901.205,1898.658
3.413,1900.278,1900.758,1898.188
4.07,1900.295,1900.565,1897.935
4.483,1899.375,1900.058,1897.698
2.547,1898.788,1900.228,1897.698
2.57,1898.885,1902.058,1897.698
2.63,1898.645,1902.838,1897.698
2.36,1899.668,1902.838,1898.498
2.53,1899.248,1902.838,1899.038
4.36,1902.028,1902.838,1899.595
5.14,1901.368,1901.398,1898.535
4.34,1900.448,1901.235,1898.535
3.8,1900.535,1902.008,1898.535
3.243,1900.295,1902.008,1898.535
2.863,1899.448,1902.008,1899.268
2.7,1900.698,1902.008,1898.908
3.473,1900.755,1902.695,1896.878
3.473,1900.678,1902.695,1896.878
2.74,1899.788,1902.695,1896.878
3.1,1901.095,1902.715,1896.878
5.817,1898.165,1902.715,1897.778
5.817,1900.045,1902.715,1899.455
5.817,1900.838,1902.715,1900.318
5.837,1901.618,1902.125,1900.318
4.937,1901.908,1902.235,1899.925
3.26,1901.288,1902.235,1899.575
2.397,1900.928,1902.235,1899.575
1.807,1902.015,1902.235,1899.575
2.31,1900.408,1901.358,1899.575
2.66,1900.638,1901.508,1900.335
2.66,1900.978,1902.398,1900.025
2.66,1900.945,1903.268,1900.025
1.783,1901.038,1903.758,1900.025
1.173,1901.165,1903.758,1900.025
2.373,1902.158,1906.208,1902.118
3.243,1902.708,1908.908,1902.325
3.733,1902.718,1910.398,1902.325
3.733,1903.008,1910.888,1902.778
4.09,1905.935,1910.888,1905.695
6.583,1907.838,1910.888,1907.678
8.073,1909.098,1910.888,1908.408
8.11,1910.285,1910.638,1908.408
5.193,1909.168,1911.388,1908.408
3.21,1908.618,1911.698,1908.408
2.48,1908.698,1911.698,1908.658
2.23,1909.538,1911.698,1908.408
2.98,1911.088,1911.905,1908.408
3.29,1909.175,1912.325,1908.408
3.04,1908.798,1912.325,1908.408
3.29,1910.568,1912.325,1909.685
3.497,1910.238,1912.325,1909.685
3.917,1911.165,1912.605,1909.685
3.917,1910.118,1912.605,1909.685
2.64,1910.898,1913.388,1909.958
2.64,1911.185,1913.388,1910.618
2.92,1911.108,1913.765,1910.798
2.92,1911.635,1913.765,1910.928
3.43,1912.638,1913.765,1910.928
2.77,1911.448,1913.765,1910.928
2.967,1913.465,1913.688,1911.358
2.837,1912.168,1916.758,1911.358
2.837,1912.985,1918.338,1911.358
2.837,1912.388,1918.338,1911.358
2.33,1912.178,1918.338,1908.965
5.4,1916.248,1918.338,1908.965
6.98,1915.548,1916.878,1908.965
6.98,1914.198,1914.598,1907.388
9.373,1911.785,1912.335,1906.818
9.373,1910.765,1912.195,1902.715
7.913,1911.528,1912.178,1902.715
7.21,1908.918,1909.978,1902.715
5.517,1907.015,1909.978,1902.715
9.48,1905.338,1909.978,1904.788
9.463,1909.665,1909.765,1903.845
7.263,1907.438,1909.538,1903.845
7.263,1908.425,1909.538,1903.845
5.19,1906.688,1908.855,1903.845
5.92,1906.088,1909.308,1905.085
5.693,1905.455,1910.055,1905.435
5.693,1908.205,1910.058,1907.255
5.01,1908.345,1910.345,1908.198
4.223,1909.008,1910.345,1907.888
4.62,1909.445,1910.345,1906.458
2.803,1909.615,1910.345,1905.065
2.147,1909.955,1910.155,1904.838
2.457,1908.478,1908.798,1904.838
3.887,1907.075,1907.145,1904.838
5.28,1905.578,1907.075,1902.405
5.317,1906.345,1907.075,1901.258
3.96,1906.585,1906.635,1901.258
2.307,1904.915,1904.915,1901.258
4.67,1902.895,1904.038,1900.485
5.817,1903.915,1904.038,1900.485
5.377,1903.665,1903.925,1900.485
3.657,1903.065,1903.665,1900.485
3.553,1900.825,1904.158,1900.745
3.553,1901.885,1904.628,1901.765
3.44,1903.255,1904.628,1902.838
3.18,1903.518,1904.628,1902.778
3.413,1903.498,1904.628,1902.778
2.863,1903.875,1904.358,1902.168
1.79,1903.318,1903.448,1902.168
1.85,1903.165,1903.448,1901.758
1.85,1903.278,1903.388,1901.758
2.19,1902.365,1903.428,1901.575
1.28,1902.695,1903.428,1901.575
1.69,1902.648,1903.428,1901.575
1.63,1902.925,1904.028,1901.575
1.853,1902.738,1904.028,1900.485
1.853,1901.985,1904.068,1900.485
1.853,1903.005,1904.068,1900.485
2.453,1903.368,1904.068,1896.478
3.543,1902.168,1904.068,1894.618
3.583,1902.445,1903.045,1894.618
3.583,1901.218,1901.258,1894.618
7.59,1896.478,1901.215,1894.618
9.45,1897.935,1903.978,1897.905
8.427,1899.685,1903.978,1898.185
6.64,1899.395,1903.978,1899.195
6.597,1900.915,1903.978,1899.728
6.073,1903.758,1903.868,1899.728
5.793,1902.595,1902.715,1899.728
4.783,1900.828,1902.178,1900.098
4.25,1900.878,1902.178,1900.398
4.14,1901.188,1902.478,1900.438
2.987,1902.098,1902.608,1900.438
